X,Y,MNRF_District,Stocking_Year,Species,Official_Waterbody_Name,Official_French_Waterbody_Name,Unoffcial_Waterbody_Name,Waterbody_Location_Identifier,Geographic_Township,Developmental_Stage,Number_of_Fish_Stocked,Latitude,Longitude,ObjectId
-77.32997,45.16644,Bancroft District,2012,Brook Trout,Rainy Lake,lac Rainy,,18-3169-50039,DENBIGH,Yearlings,200,45.16644,-77.32997,156
-76.8530022,45.1750976,Bancroft District,2012,Brook Trout,Rock Lake,lac Rock,,18-3547-50048,NORTH CANONTO,Yearlings,200,45.1750976,-76.8530022,157
-77.31413,45.10977,Bancroft District,2012,Brook Trout,Rolufs Lake,lac Rolufs,,18-3179-49975,DENBIGH,Yearlings,2000,45.10977,-77.31413,158
-78.80225,45.20977,Bancroft District,2012,Brook Trout,Ronald Lake,lac Ronald,,17-6726-50084,SHERBORNE,Yearlings,1200,45.20977,-78.80225,159
-77.21831,45.14672,Bancroft District,2012,Brook Trout,Rose Lake,lac Rose,,18-3256-50014,DENBIGH,Yearlings,300,45.14672,-77.21831,160
-78.1934634,45.5615443,Bancroft District,2012,Brook Trout,Seesaw Lake,lac Seesaw,,17-7185-50495,AIRY,Yearlings,800,45.5615443,-78.1934634,161
-78.75474,45.20922,Bancroft District,2012,Brook Trout,Shoelace Lake,lac Shoelace,,17-6763-50084,SHERBORNE,Yearlings,700,45.20922,-78.75474,162
-78.7923329,45.1620371,Bancroft District,2012,Brook Trout,Silver Buck Lake,lac Silver Buck,,17-6736-50031,SHERBORNE,Yearlings,1500,45.1620371,-78.7923329,163
-78.79391,45.16616,Bancroft District,2012,Brook Trout,Silver Doe Lake,lac Silver Doe,,17-6734-50036,SHERBORNE,Yearlings,500,45.16616,-78.79391,164
-77.47442,45.01644,Bancroft District,2012,Brook Trout,Sleeper Lake,lac Sleeper,,18-3050-49875,CASHEL,Yearlings,2000,45.01644,-77.47442,165
-76.9088772,45.0847956,Bancroft District,2012,Brook Trout,South Quinn Lake,lac Quinn Sud,,18-3496-49939,SOUTH CANONTO,Yearlings,2250,45.0847956,-76.9088772,166
-76.88329,45.07505,Bancroft District,2012,Brook Trout,Spot Lake,lac Spot,,18-3517-49928,SOUTH CANONTO,Yearlings,300,45.07505,-76.88329,167
-76.93225,45.04915,Bancroft District,2012,Brook Trout,Spring Lake,lac Spring,,18-3478-49900,MILLER,Yearlings,300,45.04915,-76.93225,168
-76.93662,45.13699,Bancroft District,2012,Brook Trout,Sullivan Lake,lac Sullivan,,18-3477-49998,NORTH CANONTO,Yearlings,1125,45.13699,-76.93662,169
-77.3183,45.1981,Bancroft District,2012,Brook Trout,Thirty Eight Lake,lac Thirty Eight,,18-3179-50074,DENBIGH,Yearlings,400,45.1981,-77.3183,170
-78.1439793,45.5510835,Bancroft District,2012,Brook Trout,Tuya Lake,lac Tuya,,17-7229-50479,AIRY,Yearlings,450,45.5510835,-78.1439793,171
-78.07555,45.01033,Bancroft District,2012,Brook Trout,Twin Lakes,lacs Twin,,17-7304-49880,CARDIFF,Yearlings,1700,45.01033,-78.07555,172
-77.5971796,44.8157438,Bancroft District,2012,Brook Trout,Twinpine Lakes,lacs Twinpine,,18-2944-49657,TUDOR,Yearlings,550,44.8157438,-77.5971796,173
-77.4420922,45.1324453,Bancroft District,2012,Brook Trout,Twintoor Lakes,lacs Twintoor,,18-3087-50004,ASHBY,Yearlings,1100,45.1324453,-77.4420922,174
-77.4420922,45.1324453,Bancroft District,2012,Brook Trout,Twintoor Lakes,lacs Twintoor,,18-3087-50004,ASHBY,Yearlings,650,45.1324453,-77.4420922,175
-76.90982,45.0916,Bancroft District,2012,Brook Trout,West Quinn Lake,lac Quinn Ouest,,18-3492-49939,SOUTH CANONTO,Yearlings,850,45.0916,-76.90982,176
-78.08471,45.61194,Bancroft District,2012,Brook Trout,Wish Lake,lac Wish,,17-7274-50554,MURCHISON,Yearlings,1350,45.61194,-78.08471,177
-77.86361,45.36338,Bancroft District,2012,Brook Trout,Yuill Lake,lac Yuill,,18-2757-50271,WICKLOW,Yearlings,1650,45.36338,-77.86361,178
-78.6165948,44.8890574,Bancroft District,2012,Brown Trout,Drag River,rivière Drag,,17-6882-49744,SNOWDON,Yearlings,350,44.8890574,-78.6165948,179
-78.0970716,44.6588811,Bancroft District,2012,Brown Trout,Eels Creek,ruisseau Eels,,17-7329-49406,BURLEIGH,Yearlings,2500,44.6588811,-78.0970716,180
-78.0970716,44.6588811,Bancroft District,2012,Brown Trout,Eels Creek,ruisseau Eels,,17-7329-49406,BURLEIGH,Yearlings,2500,44.6588811,-78.0970716,181
-78.6340497,44.8149421,Bancroft District,2012,Brown Trout,Irondale River,rivière Irondale,,17-6871-49651,SNOWDON,Yearlings,300,44.8149421,-78.6340497,182
-78.6340497,44.8149421,Bancroft District,2012,Brown Trout,Irondale River,rivière Irondale,,17-6871-49651,SNOWDON,Yearlings,350,44.8149421,-78.6340497,183
-76.84245,45.04643,Bancroft District,2012,Brown Trout,Summit Lake,lac Summit,,18-3549-49895,SOUTH CANONTO,Yearlings,3500,45.04643,-76.84245,184
-76.84245,45.04643,Bancroft District,2012,Brown Trout,Summit Lake,lac Summit,,18-3549-49895,SOUTH CANONTO,Yearlings,3500,45.04643,-76.84245,185
-77.85638,45.02366,Bancroft District,2012,Lake Trout,Bay Lake,lac Bay,,18-2749-49893,FARADAY,Yearlings,700,45.02366,-77.85638,186
-77.00634,45.05505,Bancroft District,2012,Lake Trout,Big Ohlmann Lake,grand lac Ohlmann,,18-3420-49908,MILLER,Yearlings,200,45.05505,-77.00634,187
-76.96078,45.08171,Bancroft District,2012,Lake Trout,Camp Lake,lac Camp,,18-3457-49937,MILLER,Yearlings,500,45.08171,-76.96078,188
-78.0365899,45.0738031,Bancroft District,2012,Lake Trout,Diamond Lake,lac Diamond,,17-7334-49952,HERSCHEL,Yearlings,750,45.0738031,-78.0365899,189
-78.4415987,44.8373347,Bancroft District,2012,Lake Trout,Fortescue Lake,lac Fortescue,,17-7023-49679,CAVENDISH,Yearlings,600,44.8373347,-78.4415987,190
-77.74777,44.757,Bancroft District,2012,Lake Trout,Freen Lake,lac Freen,,18-2825-49594,LAKE,Yearlings,200,44.757,-77.74777,191
-78.5893785,44.995533,Bancroft District,2012,Lake Trout,Kashagawigamog Lake,lac Kashagawigamog,,17-6900-49852,MINDEN,Adult,1307,44.995533,-78.5893785,192
-78.5893785,44.995533,Bancroft District,2012,Lake Trout,Kashagawigamog Lake,lac Kashagawigamog,,17-6900-49852,MINDEN,Yearlings,2500,44.995533,-78.5893785,193
-78.5893785,44.995533,Bancroft District,2012,Lake Trout,Kashagawigamog Lake,lac Kashagawigamog,,17-6900-49852,MINDEN,Adult,1307,44.995533,-78.5893785,194
-78.1571086,44.8259419,Bancroft District,2012,Lake Trout,Little Anstruther Lake,petit lac Anstruther,,17-7247-49674,ANSTRUTHER,Yearlings,200,44.8259419,-78.1571086,195
-76.88495,44.96033,Bancroft District,2012,Lake Trout,Little Green Lake,petit lac Green,,18-3513-49801,CLARENDON,Yearlings,300,44.96033,-76.88495,196
-76.98829,45.07727,Bancroft District,2012,Lake Trout,Mackie Lake,lac Mackie,,18-3435-49932,MILLER,Yearlings,500,45.07727,-76.98829,197
-78.6704935,45.0960378,Bancroft District,2012,Lake Trout,Maple Lake,lac Maple,,17-6833-49961,STANHOPE,Adult,219,45.0960378,-78.6704935,198
-78.6704935,45.0960378,Bancroft District,2012,Lake Trout,Maple Lake,lac Maple,,17-6833-49961,STANHOPE,Yearlings,2700,45.0960378,-78.6704935,199
-77.5850779,45.0376694,Bancroft District,2012,Lake Trout,Mayo Lake,lac Mayo,,18-2962-49902,MAYO,Yearlings,800,45.0376694,-77.5850779,200
-79.7535674,43.5867901,Aurora District,2021,Rainbow Trout,Lake Aquitaine,lac Aquitaine,,17-6005-48267,TORONTO,Yearlings,367,43.5867901,-79.7535674,201
-78.4638084,45.1939337,Bancroft District,2011,Brook Trout,,,Ikes Pond (Unofficial Name),17-6992-50074,HARBURN,Yearlings,400,45.1939337,-78.4638084,202
-78.396322,44.7809862,Bancroft District,2011,Brook Trout,,,Little Clear Lake (Unofficial Name),17-7060-49617,CAVENDISH,Yearlings,800,44.7809862,-78.396322,203
-78.4877607,44.8802984,Bancroft District,2011,Brook Trout,,,Burnt River (Unofficial Name),17-6984-49725,GLAMORGAN,Yearlings,1300,44.8802984,-78.4877607,204
-77.9077016,45.6234318,Bancroft District,2011,Brook Trout,,,Paradise Lake (Unofficial Name),18-2733-50561,DICKENS,Yearlings,450,45.6234318,-77.9077016,205
-76.8614242,45.0934941,Bancroft District,2011,Brook Trout,,,Evelyn Lake (Unofficial Name),18-3535-49948,SOUTH CANONTO,Yearlings,700,45.0934941,-76.8614242,206
-77.9909094,45.4754582,Bancroft District,2011,Brook Trout,,,Green Lake (Unofficial Name),18-2662-50399,LYELL,Yearlings,1500,45.4754582,-77.9909094,207
-77.9847511,45.4318294,Bancroft District,2011,Brook Trout,,,Lake On The Hill (Unofficial Name),18-2665-50350,LYELL,Yearlings,2000,45.4318294,-77.9847511,208
-77.6759366,45.0638029,Bancroft District,2011,Brook Trout,,,Rock Lake (Unofficial Name),18-2893-49933,DUNGANNON,Yearlings,500,45.0638029,-77.6759366,209
-78.1395234,45.0556199,Bancroft District,2011,Brook Trout,,,Long Lake (Unofficial Name),17-7252-49929,CARDIFF,Yearlings,1400,45.0556199,-78.1395234,210
-77.8862179,45.0271716,Bancroft District,2011,Brook Trout,,,Burnt Lake (Unofficial Name),18-2726-49898,FARADAY,Yearlings,500,45.0271716,-77.8862179,211
-77.976678,45.5167674,Bancroft District,2011,Brook Trout,,,Trout Lake (Unofficial Name),18-2676-50444,MURCHISON,Yearlings,550,45.5167674,-77.976678,212
-78.3825911,44.921601,Bancroft District,2011,Brook Trout,,,Little Bob Lake (Unofficial Name),17-7066-49773,GLAMORGAN,Yearlings,600,44.921601,-78.3825911,213
-77.6063528,45.0699142,Bancroft District,2011,Brook Trout,,,Cherrytree Lake (Unofficial Name),18-2948-49938,MAYO,Yearlings,300,45.0699142,-77.6063528,214
-78.148814,45.5221578,Bancroft District,2011,Brook Trout,,,Sunbeam Lake (Unofficial Name),17-7227-50449,AIRY,Yearlings,1450,45.5221578,-78.148814,215
-78.0556897,45.2327443,Bancroft District,2011,Brook Trout,,,Bronson Lake (Unofficial Name),17-7311-50128,MCCLURE,Yearlings,1600,45.2327443,-78.0556897,216
-78.17389,44.98533,Bancroft District,2011,Brook Trout,Adams Lake,lac Adams,,17-7228-49850,CARDIFF,Yearlings,2300,44.98533,-78.17389,217
-77.55414,45.00949,Bancroft District,2011,Brook Trout,Aide Lake,lac Aide,,18-2987-49870,CASHEL,Yearlings,3000,45.00949,-77.55414,218
-77.1935032,44.8937315,Bancroft District,2011,Brook Trout,Bon Echo Creek,ruisseau Bon Écho,,18-3263-49740,BARRIE,Yearlings,500,44.8937315,-77.1935032,219
-78.5868169,45.1724441,Bancroft District,2011,Brook Trout,Burdock Lake,lac Burdock,,17-6896-50047,GUILFORD,Yearlings,1075,45.1724441,-78.5868169,220
-76.8940721,45.0525541,Bancroft District,2011,Brook Trout,Butternut Lake,lac Butternut,,18-3508-49904,SOUTH CANONTO,Yearlings,800,45.0525541,-76.8940721,221
-77.76443,44.97699,Bancroft District,2011,Brook Trout,Cedar Lake,lac Cedar,,18-2820-49839,DUNGANNON,Yearlings,400,44.97699,-77.76443,222
-78.04778,45.01089,Bancroft District,2011,Brook Trout,Centre Lake,lac Centre,,17-7326-49882,CARDIFF,Yearlings,3500,45.01089,-78.04778,223
-76.96495,45.13393,Bancroft District,2011,Brook Trout,Crag Lake,lac Crag,,18-3455-49995,MILLER,Yearlings,1400,45.13393,-76.96495,224
-76.81386,45.08306,Bancroft District,2011,Brook Trout,Cranberry Lake,lac Cranberry,,18-3572-49936,SOUTH CANONTO,Yearlings,900,45.08306,-76.81386,225
-77.33554,45.20171,Bancroft District,2011,Brook Trout,Crankshaw Lake,lac Crankshaw,,18-3165-50078,DENBIGH,Yearlings,2600,45.20171,-77.33554,226
-76.9296477,44.9895888,Bancroft District,2011,Brook Trout,Crooked Lake,lac Crooked,,18-3479-49834,CLARENDON,Yearlings,2000,44.9895888,-76.9296477,227
-77.60971,44.97366,Bancroft District,2011,Brook Trout,Currie Lake,lac Currie,,18-2942-49831,CASHEL,Yearlings,800,44.97366,-77.60971,228
-78.14833,45.03838,Bancroft District,2011,Brook Trout,Dixie Lake,lac Dixie,,17-7246-49909,CARDIFF,Yearlings,1000,45.03838,-78.14833,229
-77.61248,44.98116,Bancroft District,2011,Brook Trout,East Tommy Lake,lac Tommy Est,,18-2940-49840,CASHEL,Yearlings,1100,44.98116,-77.61248,230
-77.80704,45.58766,Bancroft District,2011,Brook Trout,Finger Lake,lac Finger,,18-2816-50514,DICKENS,Yearlings,800,45.58766,-77.80704,231
-76.96162,45.12033,Bancroft District,2011,Brook Trout,Graham Lake,lac Graham,,18-3457-49980,MILLER,Yearlings,500,45.12033,-76.96162,232
-77.28997,45.09338,Bancroft District,2011,Brook Trout,Greggs Lake,lac Greggs,,18-3198-49957,DENBIGH,Yearlings,600,45.09338,-77.28997,233
-78.176801,45.0265018,Bancroft District,2011,Brook Trout,Halls Lake,lac Halls,,17-7224-49896,CARDIFF,Yearlings,900,45.0265018,-78.176801,234
-78.4439,45.21256,Bancroft District,2011,Brook Trout,Harburn Lake,lac Harburn,,17-7007-50095,HARBURN,Yearlings,2600,45.21256,-78.4439,235
-78.0825,45.00561,Bancroft District,2011,Brook Trout,Hardings Lake,lac Hardings,,17-7299-49875,CARDIFF,Yearlings,1000,45.00561,-78.0825,236
-76.933117,45.0802729,Bancroft District,2011,Brook Trout,Hemlock Lake,lac Hemlock,,18-3478-49935,SOUTH CANONTO,Yearlings,700,45.0802729,-76.933117,237
-77.8248793,45.3746546,Bancroft District,2011,Brook Trout,Hicks Lake,lac Hicks,,18-2788-50282,BANGOR,Yearlings,2000,45.3746546,-77.8248793,238
-76.83218,45.10172,Bancroft District,2011,Brook Trout,Hungry Lake,lac Hungry,,18-3558-49957,SOUTH CANONTO,Yearlings,400,45.10172,-76.83218,239
-77.238336,45.2335963,Bancroft District,2011,Brook Trout,Hydes Creek,ruisseau Hydes,,18-3247-50111,LYNDOCH,Yearlings,1500,45.2335963,-77.238336,240
-77.8561,45.39033,Bancroft District,2011,Brook Trout,Inright Lake,lac Inright,,18-2764-50301,WICKLOW,Yearlings,700,45.39033,-77.8561,241
-78.6363698,45.213616,Bancroft District,2011,Brook Trout,Kennisis Lake,lac Kennisis,,17-6858-50095,HAVELOCK,Yearlings,6000,45.213616,-78.6363698,242
-77.2760337,45.0017194,Bancroft District,2011,Brook Trout,Kilpecker Creek,ruisseau Kilpecker,,18-3200-49854,EFFINGHAM,Yearlings,500,45.0017194,-77.2760337,243
-78.05444,45.19228,Bancroft District,2011,Brook Trout,Leather Root Lake,lac Leather Root,,17-7314-50083,HERSCHEL,Yearlings,1000,45.19228,-78.05444,244
-77.6775809,45.2984789,Bancroft District,2011,Brook Trout,Lennon Lake,lac Lennon,,18-2901-50195,CARLOW,Yearlings,1100,45.2984789,-77.6775809,245
-77.5517518,45.0019966,Bancroft District,2011,Brook Trout,Little Birch Lake,lac Little Birch,,18-2988-49862,CASHEL,Yearlings,700,45.0019966,-77.5517518,246
-77.33329,45.12194,Bancroft District,2011,Brook Trout,Little Birch Lake,petit lac Birch,,18-3165-49989,DENBIGH,Yearlings,1200,45.12194,-77.33329,247
-77.33283,45.10351,Bancroft District,2011,Brook Trout,Little Fox Lake,petit lac Fox,,18-3164-49966,ASHBY,Yearlings,300,45.10351,-77.33283,248
-78.2516592,44.9311249,Bancroft District,2011,Brook Trout,Lowry Lake,lac Lowry,,17-7169-49787,MONMOUTH,Yearlings,1300,44.9311249,-78.2516592,249
-77.20831,45.19839,Bancroft District,2011,Brook Trout,Marshall Lake,lac Marshall,,18-3265-50071,DENBIGH,Yearlings,850,45.19839,-77.20831,250
-77.5855861,44.9405222,Bancroft District,2011,Brook Trout,Mawson Lake,lac Mawson,,18-2960-49794,CASHEL,Yearlings,250,44.9405222,-77.5855861,251
-77.78028,45.34144,Bancroft District,2011,Brook Trout,McCormick Lake,lac McCormick,,18-2821-50244,BANGOR,Yearlings,700,45.34144,-77.78028,252
-78.1134519,45.5207172,Bancroft District,2011,Brook Trout,McFee Lake,lac McFee,,17-7252-50442,AIRY,Yearlings,1800,45.5207172,-78.1134519,253
-78.13776,45.57106,Bancroft District,2011,Brook Trout,Moonbeam Lake,lac Moonbeam,,17-7237-50498,AIRY,Yearlings,1000,45.57106,-78.13776,254
-76.8262322,45.1873342,Bancroft District,2011,Brook Trout,Mousseau Lake,lac Mousseau,,18-3565-50052,NORTH CANONTO,Yearlings,1100,45.1873342,-76.8262322,255
-77.33831,45.17172,Bancroft District,2011,Brook Trout,Northeast Lake,lac Northeast,,18-3162-50045,DENBIGH,Yearlings,350,45.17172,-77.33831,256
-77.52192,45.13589,Bancroft District,2011,Brook Trout,Parkhurst Lake,lac Parkhurst,,18-3017-50009,ASHBY,Yearlings,750,45.13589,-77.52192,257
-78.78751,45.13061,Bancroft District,2011,Brook Trout,Partridge Lake,lac Partridge,,17-6740-49996,STANHOPE,Yearlings,700,45.13061,-78.78751,258
-77.95112,45.42485,Bancroft District,2011,Brook Trout,Pell Lake,lac Pell,,18-2692-50333,LYELL,Yearlings,1600,45.42485,-77.95112,259
-77.82833,45.37894,Bancroft District,2011,Brook Trout,Potash Lake,lac Potash,,18-2785-50287,BANGOR,Yearlings,700,45.37894,-77.82833,260
-77.57887,45.10672,Bancroft District,2011,Brook Trout,Pritchard Lake,lac Pritchard,,18-2971-49978,MAYO,Yearlings,1300,45.10672,-77.57887,261
-76.8946612,45.0919161,Bancroft District,2011,Brook Trout,Quinn Lake,lac Quinn,,18-3509-49947,SOUTH CANONTO,Yearlings,1600,45.0919161,-76.8946612,262
-76.88745,45.07199,Bancroft District,2011,Brook Trout,Raindrop Lake,lac Raindrop,,18-3514-49925,SOUTH CANONTO,Yearlings,850,45.07199,-76.88745,263
-76.92356,45.17338,Bancroft District,2011,Brook Trout,Rockcliffe Lake,lac Rockcliffe,,18-3488-50038,NORTH CANONTO,Yearlings,550,45.17338,-76.92356,264
-77.31413,45.10977,Bancroft District,2011,Brook Trout,Rolufs Lake,lac Rolufs,,18-3179-49975,DENBIGH,Yearlings,2000,45.10977,-77.31413,265
-77.21831,45.14672,Bancroft District,2011,Brook Trout,Rose Lake,lac Rose,,18-3256-50014,DENBIGH,Yearlings,300,45.14672,-77.21831,266
-77.376792,45.1726566,Bancroft District,2011,Brook Trout,Ruby Lake,lac Ruby,,18-3132-50047,ASHBY,Yearlings,1300,45.1726566,-77.376792,267
-77.56581,45.18283,Bancroft District,2011,Brook Trout,Salt Lake,lac Salt,,18-2984-50062,CARLOW,Yearlings,500,45.18283,-77.56581,268
-77.0550212,44.8462665,Bancroft District,2011,Brook Trout,Shoepack Lake,lac Shoepack,,18-3375-49678,BARRIE,Yearlings,1700,44.8462665,-77.0550212,269
-78.08556,45.29839,Bancroft District,2011,Brook Trout,Silversheen Lake,lac Silversheen,,17-7285-50200,MCCLURE,Yearlings,1100,45.29839,-78.08556,270
-77.47442,45.01644,Bancroft District,2011,Brook Trout,Sleeper Lake,lac Sleeper,,18-3050-49875,CASHEL,Yearlings,2000,45.01644,-77.47442,271
-76.92773,45.13588,Bancroft District,2011,Brook Trout,Snowshoe Lake,lac Snowshoe,,18-3484-49996,NORTH CANONTO,Yearlings,400,45.13588,-76.92773,272
-76.96024,45.0431,Bancroft District,2011,Brook Trout,South Portage Lake,lac Portage Sud,,18-3456-49894,MILLER,Yearlings,1350,45.0431,-76.96024,273
-76.9088772,45.0847956,Bancroft District,2011,Brook Trout,South Quinn Lake,lac Quinn Sud,,18-3496-49939,SOUTH CANONTO,Yearlings,2250,45.0847956,-76.9088772,274
-76.93225,45.04915,Bancroft District,2011,Brook Trout,Spring Lake,lac Spring,,18-3478-49900,MILLER,Yearlings,300,45.04915,-76.93225,275
-76.78829,45.16755,Bancroft District,2011,Brook Trout,Straddlebug Lake,lac Straddlebug,,18-3594-50029,NORTH CANONTO,Yearlings,900,45.16755,-76.78829,276
-76.93662,45.13699,Bancroft District,2011,Brook Trout,Sullivan Lake,lac Sullivan,,18-3477-49998,NORTH CANONTO,Yearlings,1125,45.13699,-76.93662,277
-77.6180445,45.0404848,Bancroft District,2011,Brook Trout,Swordfingal Lake,lac Swordfingal,,18-2938-49906,MAYO,Yearlings,1100,45.0404848,-77.6180445,278
-77.88443,45.12866,Bancroft District,2011,Brook Trout,Tim Lake,lac Tim,,18-2731-50011,HERSCHEL,Yearlings,1500,45.12866,-77.88443,279
-77.43471,45.13532,Bancroft District,2011,Brook Trout,Toor Lake,lac Toor,,18-3085-50006,ASHBY,Yearlings,1050,45.13532,-77.43471,280
-77.0627289,45.1172218,Bancroft District,2011,Brook Trout,Triple Lake,lac Triple,,18-3374-49979,MILLER,Yearlings,1650,45.1172218,-77.0627289,281
-78.2295253,45.5704996,Bancroft District,2011,Brook Trout,West Headstone Lake,lac Headstone Ouest,,17-7163-50499,AIRY,Yearlings,2750,45.5704996,-78.2295253,282
-76.90982,45.0916,Bancroft District,2011,Brook Trout,West Quinn Lake,lac Quinn Ouest,,18-3492-49939,SOUTH CANONTO,Yearlings,850,45.0916,-76.90982,283
-77.97056,45.35616,Bancroft District,2011,Brook Trout,Wicklow Lake,lac Wicklow,,18-2673-50266,WICKLOW,Yearlings,1300,45.35616,-77.97056,284
-78.6165948,44.8890574,Bancroft District,2011,Brown Trout,Drag River,rivière Drag,,17-6882-49744,SNOWDON,Yearlings,384,44.8890574,-78.6165948,285
-78.0970716,44.6588811,Bancroft District,2011,Brown Trout,Eels Creek,ruisseau Eels,,17-7329-49406,BURLEIGH,Yearlings,2500,44.6588811,-78.0970716,286
-78.6340497,44.8149421,Bancroft District,2011,Brown Trout,Irondale River,rivière Irondale,,17-6871-49651,SNOWDON,Yearlings,350,44.8149421,-78.6340497,287
-78.6340497,44.8149421,Bancroft District,2011,Brown Trout,Irondale River,rivière Irondale,,17-6871-49651,SNOWDON,Yearlings,300,44.8149421,-78.6340497,288
-76.84245,45.04643,Bancroft District,2011,Brown Trout,Summit Lake,lac Summit,,18-3549-49895,SOUTH CANONTO,Yearlings,3500,45.04643,-76.84245,289
-77.3668426,45.1499252,Bancroft District,2011,Lake Trout,Ashby White Lake,lac Ashby White,,18-3141-50021,ASHBY,Yearlings,800,45.1499252,-77.3668426,290
-77.85638,45.02366,Bancroft District,2011,Lake Trout,Bay Lake,lac Bay,,18-2749-49893,FARADAY,Yearlings,700,45.02366,-77.85638,291
-78.2449335,44.6611942,Bancroft District,2011,Lake Trout,Cherry Lake,lac Cherry,,17-7181-49488,BURLEIGH,Yearlings,200,44.6611942,-78.2449335,292
-78.25361,44.68505,Bancroft District,2011,Lake Trout,Cox Lake,lac Cox,,17-7176-49514,BURLEIGH,Yearlings,500,44.68505,-78.25361,293
-78.4825212,44.7593656,Bancroft District,2011,Lake Trout,Crystal Lake,lac Crystal,,17-6995-49588,GALWAY,Yearlings,1200,44.7593656,-78.4825212,294
-78.0365899,45.0738031,Bancroft District,2011,Lake Trout,Diamond Lake,lac Diamond,,17-7334-49952,HERSCHEL,Yearlings,750,45.0738031,-78.0365899,295
-77.74777,44.757,Bancroft District,2011,Lake Trout,Freen Lake,lac Freen,,18-2825-49594,LAKE,Yearlings,200,44.757,-77.74777,296
-78.5893785,44.995533,Bancroft District,2011,Lake Trout,Kashagawigamog Lake,lac Kashagawigamog,,17-6900-49852,MINDEN,Yearlings,1600,44.995533,-78.5893785,297
-77.59859,45.05644,Bancroft District,2011,Lake Trout,Little Mayo Lake,petit lac Mayo,,18-2954-49923,MAYO,Yearlings,200,45.05644,-77.59859,298
-77.16357,44.99977,Bancroft District,2011,Lake Trout,Long Mallory Lake,lac Long Mallory,,18-3294-49850,ABINGER,Yearlings,200,44.99977,-77.16357,299
-76.98829,45.07727,Bancroft District,2011,Lake Trout,Mackie Lake,lac Mackie,,18-3435-49932,MILLER,Yearlings,500,45.07727,-76.98829,300
